Sigla_Distribuidora,Estado,Grupo_Distribuidora,Grupo_Empresarial,Resumo temas,VlrPenalidade,NumAutoInfracao,Flag_Distribuidora,VlrMercado,DscTipoPenalidade,AnoLavratura,VlrMultaAposJuizo
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,173133.32,0555/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,320425.87,0556/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,298163.03,0557/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,351434.82,0558/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,339905.85,0559/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,232567.16,0560/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,335930.34,0561/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,330762.19,0562/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,257165.61,0563/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,193805.97,0564/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,193806.27,0565/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,193806.07,0566/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,257165.61,0567/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,4129046.55,0568/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,322314.23,0569/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,273912.43,0570/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,364355.22,0571/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,351434.82,0572/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,250655.71,0573/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,263576.12,0574/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,323009.95,0575/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,188916.09,0576/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,420767.66,0577/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,412180.57,0578/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,429354.77,0579/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,432217.11,0580/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,400731.1,0581/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,426492.4,0582/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,450325.56,0583/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,525760.81,0584/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,454897.39,0585/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,612625.63,0586/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,496043.89,0587/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,434324.14,0588/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,125725.41,0589/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,493757.97,0590/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,103363.18,0591/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,206726.36,0592/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,193805.97,0593/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,421204.96,0594/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,268615.08,0595/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,449629.85,0596/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,426373.13,0597/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,459966.16,0598/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,470302.48,0599/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,268615.08,0600/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,268615.08,0601/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,392780.09,0602/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,472886.55,0603/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,444461.68,0604/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,263576.12,0605/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,380712.44,0606/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,674444.76,0607/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,383735.81,0608/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,213186.56,0609/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,380712.44,0610/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,383735.81,0611/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,383735.81,0612/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,383735.81,0613/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,383735.81,0614/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,383735.81,0615/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,383735.81,0616/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,658940.28,0617/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,383735.81,0618/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,341098.5,0619/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,188030.54,0620/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,268615.08,0621/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,107446.03,0622/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,205828.33,0623/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,205828.33,0624/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,205828.33,0625/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,182958.52,0626/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,228698.15,0627/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,205828.33,0628/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,278881.82,0629/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,182958.52,0630/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,274309.98,0631/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,281167.73,0632/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,240021.24,0633/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,364355.22,0634/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,359187.06,0635/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,382443.78,0636/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,390196.02,0637/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,214876.15,0638/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,369523.37,0639/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,129203.98,0640/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,377275.61,0641/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,468612.89,0642/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,411464.97,0643/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,496043.89,0644/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,466326.97,0645/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,450325.56,0646/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,505187.55,0647/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,473184.72,0648/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,488391.03,0649/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,328178.09,0650/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,400532.33,0651/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,478054.72,0652/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,361771.13,0653/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,320425.87,0654/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,341098.5,0655/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,416036.81,0656/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,372107.46,0657/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,341098.5,0658/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,364355.22,0659/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,364364.82,0660/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,400553.43,0661/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,408316.83,0662/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,145041.4,0663/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,161157.11,0664/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,571479.14,0665/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,681203.13,0666/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,285739.57,0667/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,571479.14,0668/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,571479.14,0669/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,268744.26,0670/2024-SFT,Não Distribuidora,, Multa,2024,0.0
Energisa MS,MS,Energisa,Energisa,Comercial,99826.98,1001/2018-AGEPAN-SFE,Distribuidora,1168540, Multa,2018,0.0
,,,Não mapeado,1.02.02 - Procedimento Desempenho UTE Tipo I e II A,0.0,1001/2018-AGEPAN-SFG,Não Distribuidora,, Advertência,2018,0.0
Enel CE,CE,Enel,Enel,Qualidade,260278.77,1001/2018-ARCE-SFE,Distribuidora,4032024, Multa,2018,240250.22
Neoenergia Pernambuco,PE,NeoEnergia,NeoEnergia,Qualidade,1689893.06,1001/2018-ARPE-SFE,Distribuidora,4171038, Multa,2018,1597540.29
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,92105.3,1001/2018-ARSEP-SFG,Não Distribuidora,, Multa,2018,92105.3
CPFL Piratininga,SP,CPFL,CPFL,Qualidade,0.0,1001/2018-ARSESP-SFE,Distribuidora,1897145, Advertência,2018,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,1528.68,1001/2018-ARSESP-SFG,Não Distribuidora,, Multa,2018,0.0
Neoenergia Coelba,BA,NeoEnergia,NeoEnergia,Comercial,0.0,1001/2018-SFE,Distribuidora,6879715, Advertência,2018,0.0
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,40000.0,1001/2018-SFF,Não Distribuidora,, Multa,2018,40000.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,99327.4,1001/2018-SFG,Não Distribuidora,, Multa,2018,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,110334.48,1002/2018-ARSEP-SFG,Não Distribuidora,, Multa,2018,110334.48
,SP,CPFL,CPFL,Qualidade,0.0,1002/2018-ARSESP-SFE,Distribuidora,525679, Advertência,2018,0.0
,,,Não mapeado,Empreendimentos de Transmissão,37314.02,1002/2018-SFE,Não Distribuidora,, Multa,2018,0.0
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,40000.0,1002/2018-SFF,Não Distribuidora,, Multa,2018,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,300000.0,1002/2018-SFG,Não Distribuidora,, Multa,2018,300000.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,101699.61,1003/2018-ARSEP-SFG,Não Distribuidora,, Multa,2018,101699.61
Cemig-D,MG,CEMIG,CEMIG,Comercial,0.0,1003/2018-SFE,Distribuidora,9574720, Advertência,2018,0.0
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,40000.0,1003/2018-SFF,Não Distribuidora,, Multa,2018,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,300000.0,1003/2018-SFG,Não Distribuidora,, Multa,2018,300000.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,98821.31,1004/2018-ARSEP-SFG,Não Distribuidora,, Multa,2018,98821.31
,,,Não mapeado,Empreendimentos de Transmissão,1184007.89,1004/2018-SFE,Não Distribuidora,, Multa,2018,1184007.89
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,40000.0,1004/2018-SFF,Não Distribuidora,, Multa,2018,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,87500.35,1004/2018-SFG,Não Distribuidora,, Multa,2018,126723.19
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,87308.15,1005/2018-ARSEP-SFG,Não Distribuidora,, Multa,2018,87308.15
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,40000.0,1005/2018-SFF,Não Distribuidora,, Multa,2018,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,11284.51,1005/2018-SFG,Não Distribuidora,, Multa,2018,11284.51
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,115131.63,1006/2018-ARSEP-SFG,Não Distribuidora,, Multa,2018,115131.63
Cemig-D,MG,CEMIG,CEMIG,Qualidade,15075127.53,1006/2018-SFE,Distribuidora,9574720, Multa,2018,15075127.53
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,40000.0,1006/2018-SFF,Não Distribuidora,, Multa,2018,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,1697.78,1006/2018-SFG,Não Distribuidora,, Multa,2018,1697.78
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,79632.71,1007/2018-ARSEP-SFG,Não Distribuidora,, Multa,2018,79632.71
,,,Não mapeado,Empreendimentos de Transmissão,243904.64,1007/2018-SFE,Não Distribuidora,, Multa,2018,243904.64
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,40000.0,1007/2018-SFF,Não Distribuidora,, Multa,2018,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,10711.5,1007/2018-SFG,Não Distribuidora,, Multa,2018,10711.5
Enel SP,SP,Enel,Enel,Qualidade,38526686.5,1008/2018-SFE,Distribuidora,8751700, Advertência / Multa,2018,16214457.76
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,40000.0,1008/2018-SFF,Não Distribuidora,, Multa,2018,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,10979.52,1008/2018-SFG,Não Distribuidora,, Multa,2018,10979.52
,,,Não mapeado,Obras de Transmissão,79435.93,1009/2018-SFE,Não Distribuidora,, Multa,2018,79435.93
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,40000.0,1009/2018-SFF,Não Distribuidora,, Multa,2018,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,789053.67,1009/2018-SFG,Não Distribuidora,, Multa,2018,789053.67
,,,Não mapeado,Empreendimentos de Transmissão,320535.76,1010/2018-SFE,Não Distribuidora,, Multa,2018,320535.76
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,40000.0,1010/2018-SFF,Não Distribuidora,, Multa,2018,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,2522.59,1010/2018-SFG,Não Distribuidora,, Multa,2018,0.0
,,,Não mapeado,Obras de Transmissão,242724.38,1011/2018-SFE,Não Distribuidora,, Multa,2018,242724.38
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,40000.0,1011/2018-SFF,Não Distribuidora,, Multa,2018,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,9422.37,1011/2018-SFG,Não Distribuidora,, Multa,2018,0.0
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,40000.0,1012/2018-SFF,Não Distribuidora,, Multa,2018,0.0
